sample_id,label
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9855,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::16963,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18820,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::43900,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::29883,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9991,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::57056,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21850,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18212,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::8915,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::7691,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::35244,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::6432,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::26364,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::52251,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::56607,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42913,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::17021,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::47623,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::821,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::37464,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::54751,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::5047,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::47597,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::27478,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::35061,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40423,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::56884,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55231,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::37882,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::34685,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::46350,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::7080,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::2865,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::12695,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::44808,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::37355,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::52750,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18838,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::32363,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55256,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21104,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::4903,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21922,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::8730,1
