sample_id,label
llama3.1_8b_chat::trivia_qa_2_60k::base::main::38884,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::53490,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::53313,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::27046,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::39271,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21175,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::39874,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::16754,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::51623,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15112,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::11660,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::10538,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20483,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::19623,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::44205,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::33836,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::22502,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::8253,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::38208,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::53417,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::5527,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::36811,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::29644,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::17257,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::11189,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::54213,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::6880,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30970,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::22347,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::11277,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55959,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::36530,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18870,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55303,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::52935,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::51041,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18804,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::58451,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::51207,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::1811,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::39612,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42431,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::14805,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15617,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40943,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::48140,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::32708,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55854,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15099,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20397,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::41265,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::52315,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::33792,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55962,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9942,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30355,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::2238,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::50222,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42049,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30162,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::29016,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::10010,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30205,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::13891,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::1580,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::48553,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::36913,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::267,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::11683,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::8732,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::7166,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::25526,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::41024,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::38758,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::51040,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::33730,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21321,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20006,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::32915,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21533,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::10141,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::37985,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15590,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::6298,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9679,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20756,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::22139,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20252,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::31378,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40421,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::36076,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::48932,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::18242,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::54021,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::50780,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9350,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::23537,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30001,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42845,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::41730,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21821,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42238,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21074,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::35553,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9559,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::52266,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42127,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::26564,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55002,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::31171,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::55972,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::10038,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::50974,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::8982,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::17049,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::49135,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::25390,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::4845,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::34658,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::53507,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::47553,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::31971,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::33389,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::16775,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::23283,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::34612,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::34781,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::6506,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::54698,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::29094,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::11569,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::10145,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::41089,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::31925,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::30064,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40811,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40538,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::13201,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9672,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::7708,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::42566,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::58203,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::19800,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40385,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::27564,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::46036,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20373,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::50269,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::26189,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::1390,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::26372,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::51705,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::23442,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::9177,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::50865,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::22144,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21844,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::40482,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::58353,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::16128,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::19350,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::12379,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::21930,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::28620,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::41838,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::12761,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::27976,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::43769,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::14808,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::17843,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15290,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::23528,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::59,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::56319,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::3349,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::3855,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::23258,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::57638,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::22456,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::25891,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::15200,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::31330,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::836,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::47503,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::20786,1
llama3.1_8b_chat::trivia_qa_2_60k::base::main::1357,1
