sample_id,label
mistral_7b_instruct::trivia_qa_2_60k::base::main::54462,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::19749,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::32443,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::37786,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::25797,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::32234,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::32633,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::48887,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::42152,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::24612,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::42693,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::19053,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::38556,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::52305,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::5621,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::32539,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::29489,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::20642,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::42725,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::17133,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::9310,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::26802,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::42685,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::5545,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::2672,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::10944,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::12456,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::57125,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::54901,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::57228,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::14892,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::21896,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::34993,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::54129,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::57837,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::20599,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::38920,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::46300,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::15915,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::22621,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::12786,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::7828,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::9074,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::57823,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::40856,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::24327,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::50231,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::57262,1
mistral_7b_instruct::trivia_qa_2_60k::base::main::22288,1
