model,dataset,method_A_test_auroc,method_B_test_auroc,auroc_gain,auroc_gain_pp,method_A_source_path,method_A_source_sha256,method_B_source_path,method_B_source_sha256,calculation
qwen_2.5_7b_instruct,trivia_qa_2_60k,0.8478540597528128,0.8478540597528128,0.0,0.0,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,57d6873eb2f60facc1f9d92e7be4a5c32f1988698faaf3d53e75131a27a5f33b,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,57d6873eb2f60facc1f9d92e7be4a5c32f1988698faaf3d53e75131a27a5f33b,aligned-v2 test B - A
qwen_2.5_7b_instruct,notable_people,0.8364604129585892,0.8909138282249277,0.05445341526633851,5.445341526633851,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/notable_people/ensemble_test_metrics.json,ebcc9f86f8eab2c839413f61a01159c7a7a7a50265cf6cda3d9145c70e389d65,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/qwen_2.5_7b_instruct/notable_people/ensemble_test_metrics.json,ad0d5c3ba43455258c2a4dedc76cb8cc24713e9efef57036782dca63b0038c47,aligned-v2 test B - A
qwen_2.5_7b_instruct,cities_10k,0.8410671425350982,0.9084332145556635,0.06736607202056533,6.736607202056533,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/cities_10k/ensemble_test_metrics.json,3922eeeafff50429928c2f56532d604c936fe2ecc3d2c476ae8980cb7ce0aa21,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/qwen_2.5_7b_instruct/cities_10k/ensemble_test_metrics.json,08a035f4e33ceda1c5b742447bb1bcb8707fa0e6d877e2a07f48e727a0d0354d,aligned-v2 test B - A
qwen_2.5_7b_instruct,math_operations_6k,0.9746349102297971,0.9968680578316764,0.022233147601879333,2.2233147601879333,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/math_operations_6k/ensemble_test_metrics.json,0ccbdfc17704a655f34dd12578ebfb1c894be01203b00229119c866d1cc3f81e,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/qwen_2.5_7b_instruct/math_operations_6k/ensemble_test_metrics.json,2e3ac533ae198e76ada800d09530a0f57d1bae237aa51f1fa6daaab27f7c4521,aligned-v2 test B - A
qwen_2.5_7b_instruct,medals_9k,0.6055085505616146,0.8774025529417517,0.27189400238013717,27.189400238013718,02_模型实验过程与结果/qwen_2.5_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/medals_9k/ensemble_test_metrics.json,7e7e24c184f36a9d9690478ee36575257a6cc11c420aa4be4ed63331ed2799b6,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/qwen_2.5_7b_instruct/medals_9k/ensemble_test_metrics.json,a1c100082eebda04b0cd0e24b5edb2d7ba26977f686c5a2c8f3a650d21a96cb3,aligned-v2 test B - A
qwen_2.5_7b_instruct,gsm8k,0.6587702721618972,0.7992706021157039,0.14050032995380668,14.050032995380668,gsm8k_aligned_v2/metrics/qwen_2.5_7b_instruct/method_a_trivia_to_gsm8k/ensemble_test_metrics.json,0f332f2c2640285e9c0b4dedf19889157040cd004c6074c05617d2f63933c274,gsm8k_aligned_v2/metrics/qwen_2.5_7b_instruct/trivia_top128/ensemble_test_metrics.json,9589fb90e8493386527f7c89f3a0ad9b84b84c6cb55f3d1b87dc2b6253a8154b,aligned-v2 test B - A
ministral_8b_instruct,trivia_qa_2_60k,0.8747170805348726,0.8747170805348726,0.0,0.0,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,e23313e399d939eae184fd1da47cc52a6a2e53e3252bb4e6c331e08bf6c5c09f,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,e23313e399d939eae184fd1da47cc52a6a2e53e3252bb4e6c331e08bf6c5c09f,aligned-v2 test B - A
ministral_8b_instruct,notable_people,0.7358220751519864,0.8433212256556191,0.10749915050363268,10.749915050363267,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/notable_people/ensemble_test_metrics.json,aeb73dd732007c862493b6f81c6a96c9b9f1598b36c92c0f06aa3bd86f18e506,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/ministral_8b_instruct/notable_people/ensemble_test_metrics.json,47b699b620e0f243f20cd4008afe8f57f30336499a8a778bb8db1703b936fca1,aligned-v2 test B - A
ministral_8b_instruct,cities_10k,0.8276915332181389,0.9253141766101126,0.09762264339197368,9.762264339197369,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/cities_10k/ensemble_test_metrics.json,21d02f9ecf3c7f59d563c4d0195d6c738bbc0270391a6b0ee9c6ae1ba3f1e7ca,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/ministral_8b_instruct/cities_10k/ensemble_test_metrics.json,b2907cf0bacf0aa66060a1506c18bf8e6224bbad494ca1b34ed83980f7b36544,aligned-v2 test B - A
ministral_8b_instruct,math_operations_6k,0.9482953746921023,0.9939123166482976,0.045616941956195256,4.561694195619525,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/math_operations_6k/ensemble_test_metrics.json,3f520f946c18cfcd2e9d6e4279bcbb19041c5d86de588648dbd00b47a913cabc,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/ministral_8b_instruct/math_operations_6k/ensemble_test_metrics.json,d8f3456a907568aef043cad58e2b9604241b216b868bb4e03d7a84214cc83337,aligned-v2 test B - A
ministral_8b_instruct,medals_9k,0.5907639158983276,0.9450708092154934,0.3543068933171658,35.43068933171658,02_模型实验过程与结果/ministral_8b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/medals_9k/ensemble_test_metrics.json,b7f3224aeb4aca4222de6bc7eeff6664bb5fe9d3c66dc39cae08a8595bd408d9,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/ministral_8b_instruct/medals_9k/ensemble_test_metrics.json,4189843bb25ce550887e268a536529bcfae6cf815ba9bbb47c90c78268bdf191,aligned-v2 test B - A
ministral_8b_instruct,gsm8k,0.55450361962967,0.8490896358543417,0.29458601622467173,29.458601622467175,gsm8k_aligned_v2/metrics/ministral_8b_instruct/method_a_trivia_to_gsm8k/ensemble_test_metrics.json,b2cf05f83c331091f153fac568629e2528efee99b20cefaa41400b1718e4009a,gsm8k_aligned_v2/metrics/ministral_8b_instruct/trivia_top128/ensemble_test_metrics.json,430da15322b499a9efb24d91ba6d9a7937b0309de73daa933d127b11a0e27e8e,aligned-v2 test B - A
mistral_7b_instruct,trivia_qa_2_60k,0.8878139242864377,0.8878139242864377,0.0,0.0,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,88ded14ab340b5d4846f5bcdc2243e56ebe909b55462689f319491babf5fdb50,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,88ded14ab340b5d4846f5bcdc2243e56ebe909b55462689f319491babf5fdb50,aligned-v2 test B - A
mistral_7b_instruct,notable_people,0.8116390422625082,0.8970928766601659,0.08545383439765775,8.545383439765775,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/notable_people/ensemble_test_metrics.json,d24e03fbe5e4fe986f0336dde12f19c892419fb57555cfc01ab4cf7ae329f8da,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/mistral_7b_instruct/notable_people/ensemble_test_metrics.json,87b3088fb63fa99aee035c1f2d5ce2c2af9af6f844958ee58b9dd22c7efaa07c,aligned-v2 test B - A
mistral_7b_instruct,cities_10k,0.9584967320261438,0.983958355655559,0.025461623629415175,2.5461623629415175,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/cities_10k/ensemble_test_metrics.json,9501017e93c5edf3f38fbed0bb6faab4508444cfef463712b993ccf989ba145e,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/mistral_7b_instruct/cities_10k/ensemble_test_metrics.json,6b10441fe909cc017d441bc1af57d430f7f11f85878c394eece0d0ae680c72c1,aligned-v2 test B - A
mistral_7b_instruct,math_operations_6k,0.8959590658619785,0.9892052246421179,0.09324615878013942,9.324615878013942,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/math_operations_6k/ensemble_test_metrics.json,4a98f2c6a0dd6e3fe3c7b324b10e701125b8e22e364eb1354c2377c201a7ad2b,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/mistral_7b_instruct/math_operations_6k/ensemble_test_metrics.json,fc4fbe39da9750dce815cdc017e09bb13ea8fe4da486d43f854ead761d9232f3,aligned-v2 test B - A
mistral_7b_instruct,medals_9k,0.6513071528121207,0.9586802589578743,0.30737310614575364,30.737310614575364,02_模型实验过程与结果/mistral_7b_instruct/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/medals_9k/ensemble_test_metrics.json,523f90cd027961f50d712dc2e368892c1c24e1a94872cbe938960f057dee8bf6,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/mistral_7b_instruct/medals_9k/ensemble_test_metrics.json,ea5177e1ba782db0f998e29a0d177720940aab417a86d097816f30c7267c1e56,aligned-v2 test B - A
mistral_7b_instruct,gsm8k,0.665642665516911,0.7994095525534157,0.13376688703650474,13.376688703650474,gsm8k_aligned_v2/metrics/mistral_7b_instruct/method_a_trivia_to_gsm8k/ensemble_test_metrics.json,9cb8e1420712f83a760505d952b6a453ca98cb498c6ddbf60a8299102dcfb829,gsm8k_aligned_v2/metrics/mistral_7b_instruct/trivia_top128/ensemble_test_metrics.json,0937a5a4d7065b451daf364249ccb2dda9e1a3361591fd23077b5caa40341020,aligned-v2 test B - A
llama3.1_8b_chat,trivia_qa_2_60k,0.853858239049992,0.853858239049992,0.0,0.0,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,4008d89e30082800dcbbd2f31c313184792f28d313329a78526c34e5fe565710,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/trivia_qa_2_60k/ensemble_test_metrics.json,4008d89e30082800dcbbd2f31c313184792f28d313329a78526c34e5fe565710,aligned-v2 test B - A
llama3.1_8b_chat,notable_people,0.7620167225315568,0.8342197844815646,0.07220306195000781,7.220306195000781,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/notable_people/ensemble_test_metrics.json,78efb563b6d92e1523c4eeb2f37580d9b8cedef35b62df44c6dc0a4258e04e7d,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/llama3.1_8b_chat/notable_people/ensemble_test_metrics.json,f2eb2fc2ff3896828ace89d3334421993c111a74c24fb4476553ca8604e94e75,aligned-v2 test B - A
llama3.1_8b_chat,cities_10k,0.8428822748302082,0.9132137389730447,0.07033146414283653,7.033146414283653,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/cities_10k/ensemble_test_metrics.json,4fe9a8516bb6a5564f2a02f11cd902645fdbc2eaf2903ee18afce0f1ac4990cc,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/llama3.1_8b_chat/cities_10k/ensemble_test_metrics.json,44675d3b2e903bdcf3ecbef703a9b79b18b51ebb94f45294d71f734a46e48f2a,aligned-v2 test B - A
llama3.1_8b_chat,math_operations_6k,0.9398211091234348,0.975114291393361,0.03529318226992628,3.529318226992628,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/math_operations_6k/ensemble_test_metrics.json,7ff30906230dcf56b1e5d3f059cb251535458ba417a0ee6d94104ad948daef80,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/llama3.1_8b_chat/math_operations_6k/ensemble_test_metrics.json,0be5310642cb1694266bab196e01f2d506d14e6836fbf24e0865e74e10e60828,aligned-v2 test B - A
llama3.1_8b_chat,medals_9k,0.6349608136268914,0.8454980973090513,0.21053728368215996,21.053728368215996,02_模型实验过程与结果/llama3.1_8b_chat/正式结果/Method_A_Direct_Transfer_no_scalar_raw_activation/direct_eval/medals_9k/ensemble_test_metrics.json,4959bf11e9579f3b02ddd9d1f8160cbe1049515ebd3b9edc7266efb452c365b4,outputs/multimodel_trivia10k_top128/frozen_neuron_adaptation_no_scalar_raw_activation/llama3.1_8b_chat/medals_9k/ensemble_test_metrics.json,192ceff8d94a86c528ce5034cc6af4e5f9814a205bf4e50418e39902298b0a4d,aligned-v2 test B - A
llama3.1_8b_chat,gsm8k,0.44408235153637954,0.8016189699092502,0.35753661837287065,35.75366183728706,gsm8k_aligned_v2/metrics/llama3.1_8b_chat/method_a_trivia_to_gsm8k/ensemble_test_metrics.json,3768453188045820b2fd5abbebd4ca1e75c10b4dcf9babf82ab7eaf2d1face7b,gsm8k_aligned_v2/metrics/llama3.1_8b_chat/trivia_top128/ensemble_test_metrics.json,d1dd8220c819bddecac26b35b550ae8e71e92dbc0c498b7b6d529405ed5b6bb8,aligned-v2 test B - A
