sample_id,label
ministral_8b_instruct::trivia_qa_2_60k::base::main::38352,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::48478,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::24657,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::6319,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::49227,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36317,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::48993,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::8034,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::19691,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::9509,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::29628,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::39571,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42219,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30690,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::54181,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4365,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::18596,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35400,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::16085,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30053,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::12360,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::15326,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30321,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::10200,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::26102,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::33236,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::41686,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::14328,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::12186,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::3166,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::5803,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::56995,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43777,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27177,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::52594,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11392,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43459,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::54307,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::33916,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::46437,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35696,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::10372,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::6766,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::1277,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43900,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4642,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::37924,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::32780,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36405,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::38594,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::44081,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::38979,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::52673,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7744,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::26148,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::40337,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::31951,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::8770,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::37982,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::20519,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::31320,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4057,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::47396,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::48844,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7694,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43770,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::20555,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::48371,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::17635,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::31462,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27876,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::9741,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27775,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::14954,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::26256,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::46959,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4369,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::33251,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::38750,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::16541,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::28496,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::1904,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36880,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::17640,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::41114,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::16191,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::9744,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11045,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::6094,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::19575,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::38464,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::52858,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::29686,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::47110,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11413,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::2099,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30431,1
