sample_id,label
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31869,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49452,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::27088,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19274,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10745,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42490,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58379,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47522,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12300,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13820,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3844,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::6199,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7312,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28571,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23522,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51383,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::235,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::46357,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10376,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19824,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20361,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::9106,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::8123,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26445,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47232,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30740,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::338,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34313,1
